순번,한자,급수,부수,음,훈,音,訓
1430,通,9,辵,통,"지나가다, 뚫다, 다니다",ツウ・ツ,とお(る)・とお(す)・かよ(う)
1431,痛,5,疒,통,"아프다, 괴롭다",ツウ・トウ,いた(い)・いた(む)・いた(める)・いた(わしい)・や(める)
1432,塚,2.5,土,총,무덤,チョウ,つか
1433,漬,2.5,水,지,"담그다, 익다",シ,つ(ける)・つ(かる)
1434,坪,2.5,土,평,넓이,ヘイ,つぼ
1435,爪,2,爪,조,손톱,ソウ,つめ・つま
1436,鶴,2,鳥,학,학,カク,つる
1437,低,7,人,저,낮다,テイ,ひく(い)・ひく(める)・ひく(まる)・た(れる)
1438,呈,2.5,口,정,드리다,テイ,しめ(す)
1439,廷,2.5,廴,정,집,テイ,にわ
1440,弟,9,弓,제,남동생,テイ・ダイ・デ,おとうと
1441,定,8,宀,정,"정하다, 확실함",テイ・ジョウ,さだ(める)・さだ(まる)・さだ(か)・き(まる)
1442,底,7,广,저,"밑, 바닥",テイ,そこ
1443,抵,4,手,저,막다,テイ・シ,あ(たる)・ふ(れる)・う(つ)
1444,邸,2.5,邑,저,집,テイ,やしき
1445,亭,2.5,亠,정,정자,テイ・チン,あずまや
1446,貞,2.5,貝,정,곧다,テイ・ジョウ,ただ(しい)
1447,帝,3,巾,제,임금,テイ・タイ,みかど
1448,訂,3,言,정,바로잡다,テイ,ただ(す)・さだ(める)
1449,庭,8,广,정,정원,テイ,にわ
1450,逓,2.5,辵,체,갈리다,テイ,か(わる)・たが(いに)
1451,停,6,人,정,머무르다,テイ,と(まる)・とど(まる)
1452,偵,2.5,人,정,조사하다,テイ,うかが(う)
1453,堤,4,土,제,둑,テイ,つつみ
1454,提,6,手,제,"제공, 들다",テイ・ダイ・チョウ,さ(げる)・ひっさ(げる)・ひさげ
1455,程,6,禾,정,정도,テイ,ほど・のり
1456,艇,2.5,舟,정,배,テイ,こぶね
1457,締,3,糸,체,"맺다, 죄이다",テイ,し(まる)・し(める)・むす(ぶ)
1458,諦,2,言,체,포기하다,テイ・タイ,あきら(める)・つまび(らか)・まこと
1459,泥,2.5,水,니,진흙,デイ,どろ・なず(む)
1460,的,7,白,적,"목표, 적",テキ,まと・あき(らか)
1461,笛,8,竹,적,피리,テキ・ジャク,ふえ
1462,摘,4,手,적,"따다, 뜯다, 골라내다",テキ,つ(む)・つま(む)
1463,滴,4,水,적,물방울,テキ,しずく・したた(る)・た(れる)
1464,適,6,辵,적,맞다,テキ・セキ,かな(う)・ゆ(く)・たまたま
1465,敵,5,攵,적,"적, 원수",テキ,かたき・あだ・かな(う)
1466,溺,2,水,닉,빠지다,デキ・ニョウ・ジョウ,おぼ(れる)・ゆばり・いばり
1467,迭,2.5,辵,질,경질,テツ,か(わる)・たが(いに)
1468,哲,3,口,철,철학,テツ,あき(らか)・さと(い)
1469,鉄,8,金,철,철,テツ,くろがね・かね
1470,徹,2.5,彳,철,통하다,テツ,とお(る)
1471,撤,2.5,手,철,거두다,テツ,す(てる)
1472,天,10,大,천,하늘,テン,あめ・あま・そら
1473,典,7,八,전,법,テン,ふみ・のり
1474,店,9,广,점,가게,テン,みせ・たな
1475,点,9,火,점,점,テン,つ(ける)・とぼ(る)・とも(る)・た(てる)
1476,展,5,尸,전,펴다,テン,の(べる)・ひろ(げる)・つら(ねる)
1477,添,4,水,첨,"곁들이다, 따르다",テン,そ(える)・そ(う)
1478,転,8,車,전,"구르다, 넘어지다",テン,ころ(がる)・ころ(げる)・ころ(がす)・ころ(ぶ)・こ(ける)・まろ(ぶ)・うつ(る)・うた(た)・くるり
1479,填,2,土,전,메우다,テン,ふさ(ぐ)・ふさ(がる)・うず(める)・うず(まる)・は(める)
1480,田,10,田,전,밭,デン,た・か(る)・か(り)
1481,伝,7,人,전,전하다,デン,つた(わる)・つた(える)・つた(う)・つて
1482,殿,4,殳,전,높임말,デン・テン,との・どの・しんがり
1483,電,9,雨,전,"번개, 전기",デン・テン,いなずま
1484,斗,3,斗,두,말,ト・トウ,ます・ひしゃく
1485,吐,4,口,토,뱉다,ト,は(く)・つ(く)・ぬ(かす)
1486,妬,2,女,투,"질투, 시샘하다",ト,ねた(む)・そね(む)・や(く)
1487,徒,7,彳,도,무리,ト・ズ,かち・いたずら(に)・むだ・あだ・ともがら・ただ
1488,途,4,辵,도,길,ト・ズ,みち
1489,都,8,邑,도,수도,ト・ツ,みやこ・すべ(て)
1490,渡,4,水,도,"건너다, 건네다",ト,わた(る)・わた(す)
1491,塗,3,土,도,칠하다,ト,ぬ(る)・どろ・まみ(れる)・まぶ(す)・みち
1492,賭,2,貝,도,"내기, 걸다",ト,か(ける)・かけ
1493,土,10,土,토,흙,ド・ト,つち
1494,奴,4,女,노,"하인, 녀석",ド・ヌ,やっこ・やつ
1495,努,7,力,노,노력하다,ド,つと(める)・ゆめ
1496,度,8,广,도,"때, 정도",ド・ト・タク,たび・のり・めもり・わた(る)・はか(る)
1497,怒,4,心,노,화내다,ド・ヌ,いか(る)・おこ(る)
1498,刀,9,刀,도,칼,トウ,かたな
1499,冬,9,冫,동,겨울,トウ,ふゆ
1500,灯,7,火,등,"등불, 비추다",トウ・ドン・チン・チョウ・テイ,ひ・ともしび・あかり・あかし・とも(す)・とぼ(す)・ともし・とぼし
1501,当,9,小,당,"맞다, 맞히다",トウ,あ(たる)・あ(てる)・まさ(に…べし)
1502,投,8,手,투,던지다,トウ,な(げる)
1503,豆,8,豆,두,콩,トウ・ズ,まめ・たかつき
1504,東,9,木,동,동쪽,トウ,ひがし・あずま
1505,到,4,刀,도,이르다,トウ,いた(る)
1506,逃,4,辵,도,"도망치다, 놓아주다",トウ,に(げる)・に(がす)・のが(す)・のが(れる)
1507,倒,4,人,도,넘어지다,トウ,たお(れる)・たお(す)・さかさま・こ(ける)
1508,凍,3,冫,동,얼다,トウ,こお(る)・こご(える)・い(てる)・し(みる)
1509,唐,4,口,당,"당나라, 당황",トウ,から・もろこし
1510,島,8,山,도,섬,トウ,しま
1511,桃,4,木,도,"복숭아, 분홍",トウ,もも
1512,討,5,言,토,"토의, 토벌하다",トウ,う(つ)・たず(ねる)
1513,透,4,辵,투,"틈이 생기다, 비치다",トウ,す(く)・す(かす)・す(ける)・とお(る)
1514,党,5,儿,당,무리,トウ,なかま・むら
1515,悼,2.5,心,도,애도하다,トウ,いた(む)
1516,盗,4,皿,도,훔치다,トウ,ぬす(む)・と(る)
1517,陶,3,阜,도,흙,トウ・ヨウ,すえ
1518,塔,4,土,탑,탑,トウ,無し
1519,搭,2.5,手,탑,타다,トウ,の(る)・の(せる)
1520,棟,2.5,木,동,용마루,トウ,むね・むな・かしら
1521,湯,8,水,탕,뜨거운 물,トウ・ショウ,ゆ
1522,痘,3,疒,두,병,トウ,もがさ
1523,登,8,癶,등,"오르다, 올라가다",トウ・ト,のぼ(る)
1524,答,9,竹,답,"대답, 대답하다",トウ,こた(える)・こた(え)
1525,等,8,竹,등,"같다, 동등하다",トウ,ひと(しい)・ら・など
1526,筒,2.5,竹,통,통,トウ,つつ
1527,統,6,糸,통,총괄하다,トウ,す(べる)・おさ(める)・すじ
1528,稲,4,禾,도,벼,トウ,いね・いな
1529,踏,4,足,답,밟다,トウ,ふ(む)・ふ(まえる)
1530,糖,5,米,당,엿,トウ,あめ
1531,頭,9,頁,두,머리,トウ・ズ・ト・ジュウ,あたま・かしら・こうべ・かぶり・ほとり
1532,謄,2.5,言,등,베끼다,トウ,うつ(す)
1533,藤,2,艸,등,등나무,トウ,ふじ
1534,闘,4,門,투,싸우다,トウ,たたか(う)
1535,騰,2.5,馬,등,오르다,トウ,あ(がる)・のぼ(る)
1536,同,9,口,동,같음,ドウ・トウ,おな(じ)・とも(に)
1537,洞,2.5,水,"동, 통",동굴,ドウ・トウ,ほら・うろ・つらぬ(く)・ふか(い)・うつろ
1538,胴,4,肉,동,몸통,ドウ・トウ,無し
1539,動,8,力,동,움직이다,ドウ・トウ,うご(く)・うご(かす)・やや(もすれば)
1540,堂,6,土,당,집,ドウ・トウ,たかどの
1541,童,8,立,동,아이,ドウ・トウ,わらべ・わらわ
1542,道,9,辵,도,길,ドウ・トウ,みち・い(う)
1543,働,7,人,동,일하다,ドウ,はたら(く)
1544,銅,6,金,동,구리,ドウ,あかがね
1545,導,6,寸,도,안내하다,ドウ,みちび(く)・しるべ
1546,瞳,2,目,동,눈동자,ドウ・トウ,ひとみ
1547,峠,4,山,상,고개,無し,とうげ
1548,匿,3,匸,닉,숨기다,トク・ジョク,かく(れる)・かくま(う)
1549,特,7,牛,특,특별,トク・ドク,おうし・とりわ(け)・ひと(り)・ひと(つ)
1550,得,6,彳,득,"얻다, 할 수 있다",トク,え(る)・う(る)
1551,督,2.5,目,독,감독,トク,み(る)・ただ(す)・ひき(いる)・うなが(す)・かしら
1552,徳,7,彳,덕,덕,トク,無し
1553,篤,3,竹,독,두터이 하다,トク,あつ(い)
1554,毒,6,毋,독,독,ドク,そこ(なう)・わる(い)
1555,独,6,犬,독,혼자,ドク・トク,ひと(り)
1556,読,9,言,독,읽다,ドク・トク・トウ,よ(む)
1557,栃,7,木,회,상수리나무,無し,とち
1558,凸,2.5,凵,철,볼록하다,トツ,でこ
1559,突,4,穴,돌,찌르다,トツ,つ(く)
1560,届,5,尸,계,"닿다, 보내다",カイ,とど(ける)・とど(く)
1561,屯,2.5,屮,둔,두다,トン・チュン,たむろ・なや(む)
1562,豚,3,豕,돈,돼지,トン,ぶた
1563,頓,2,頁,돈,조아리다,トン・トツ,ぬか(ずく)・とど(まる)・つまず(く)・くる(しむ)・つか(れる)・とみ(に)・ひたぶる
1564,貪,2,貝,탐,탐하다,ドン・タン,むさぼ(る)
1565,鈍,4,金,둔,둔하다,ドン・トン,にぶ(い)・にぶ(る)・なま(る)・にび・のろ(い)
1566,曇,4,日,담,흐리다,ドン・タン,くも(る)
1567,丼,2,丶,정,덮밥,タン・トン,どんぶり・どん
1568,那,2,邑,나,어찌,ナ・ダ,なん(ぞ)・いかん(ぞ)・なに
1569,奈,7,大,나,어찌,ナ・ナイ・ダイ,いかん・いかん(ぞ)・なん(ぞ)
1570,内,9,入,내,안,ナイ・ダイ・ノウ・ドウ,うち・い(る)
1571,梨,7,木,리,배,リ,なし
1572,謎,2,言,미,수수께끼,メイ・ベイ,なぞ
1573,鍋,2,金,과,냄비,カ,なべ
1574,南,9,十,남,남쪽,ナン・ナ・ダン,みなみ
1575,軟,2.5,車,연,"유연하다, 부드럽다",ナン・ゼン・ネン,やわ(らか)・やわ(らかい)
1576,難,5,隹,난,어렵다,ナン・ダン,かた(い)・むずか(しい)・にく(い)
1577,二,10,二,이,"2, 둘",ニ・ジ,ふた・ふた(つ)
1578,尼,2.5,尸,니,여승,ニ・ジ,あま
1579,弐,4,弋,이,2,ニ・ジ,ふた・ふた(つ)
1580,匂,2,勹,내,냄새,無し,にお(う)
1581,肉,9,肉,육,고기,ニク・ジク,しし
1582,虹,2,虫,홍,무지개,コウ,にじ
1583,日,10,日,일,날,ニチ・ジツ,ひ・か
1584,入,10,入,입,"들어가다, 넣다",ニュウ・ジュウ・ジュ,い(る)・い(れる)・はい(る)・しお
1585,乳,5,乙,유,젖,ニュウ・ジュ・ニュ,ちち・ち
1586,尿,3,尸,뇨,오줌,ニョウ,いばり・ゆばり・しと
1587,任,6,人,임,맡기다,ニン・ジン,まか(せる)・まか(す)
1588,妊,2.5,女,임,임신,ニン・ジン,はら(む)・みごも(る)
1589,忍,2.5,心,인,"참다, 숨다",ニン・ジン,しの(ぶ)・しの(ばせる)・むご(い)
1590,認,5,言,인,인정하다,ニン・ジン,みと(める)・したた(める)
1591,寧,2.5,宀,녕,"편안, 오히려",ネイ・デイ・ニョウ,やす(い)・ねんご(ろ)・むし(ろ)・なん(ぞ)・いずく(んぞ)
1592,熱,7,火,열,"열, 뜨겁다",ネツ,あつ(い)・ほて(る)・いき(る)・ほとぼり
1593,年,10,干,년,"해, 나이",ネン,とし・とせ
1594,念,7,心,념,생각,ネン,おも(う)
1595,捻,2,手,념,"삐다, 비틀다",ネン・デン,ねじ(る)・ひね(る)
1596,粘,3,米,점,달라붙다,ネン・デン,ねば(る)
1597,燃,6,火,연,"타다, 불태우다",ネン・ゼン,も(える)・も(やす)・も(す)
1598,悩,4,心,뇌,"고민, 괴롭다",ノウ・ドウ,なや(む)・なや(ます)
1599,納,5,糸,납,들이다,ノウ・ナッ・ナ・ナン・トウ,おさ(める)・おさ(まる)・い(れる)
1600,能,6,肉,능,능력,ノウ,あた(う)・よ(く)・よ(くする)・はたら(き)
1601,脳,5,肉,뇌,뇌,ノウ・ドウ,無し
1602,農,8,辰,농,농사,ノウ・ドウ,たがや(す)
1603,濃,4,水,농,"짙다, 진하다",ノウ・ジョウ,こ(い)・こま(やか)
1604,把,2.5,手,파,잡다,ハ,と(る)・にぎ(る)
1605,波,8,水,파,"파도, 물결",ハ,なみ
1606,派,5,水,파,갈래,ハ・ハイ,わ(かれる)・つか(わす)
1607,破,6,石,파,"찢다, 부수다, 깨다",ハ,やぶ(る)・やぶ(れる)・わ(れる)
1608,覇,2.5,襾,패,으뜸,ハ,はたがしら
1609,馬,9,馬,마,말,バ・メ・マ,うま・ま
1610,婆,3,女,파,할머니,バ,ばば
1611,罵,2,网,매,욕하다,バ,ののし(る)
1612,拝,5,手,배,절하다,ハイ,おが(む)
1613,杯,4,木,배,술잔,ハイ,さかずき
1614,背,5,肉,배,"키, 등, 돌리다",ハイ,せ・せい・そむ(く)・そむ(ける)・うしろ
1615,肺,5,肉,폐,폐,ハイ,無し
1616,俳,5,人,배,배우,ハイ,わざおぎ・たわむ(れ)
1617,配,8,酉,배,"나누다, 알다",ハイ,くば(る)・なら(ぶ)・つれあい・なが(す)
1618,排,3,手,배,빼다,ハイ,おしの(ける)・つら(ねる)
1619,敗,7,攵,패,패배하다,ハイ,やぶ(れる)・やぶ(る)
1620,廃,2.5,广,폐,"쓸모없게 되다, 손상되다, 버리다",ハイ,すた(れる)・すた(る)・や(める)
1621,輩,4,車,배,무리,ハイ,ともがら・やから
1622,売,9,士,매,팔다,バイ,う(る)・う(れる)
1623,倍,8,人,배,곱,バイ・ハイ,ま(す)・そむ(く)
1624,梅,7,木,매,매화,バイ,うめ
1625,培,2.5,土,배,배양하다,バイ・ホウ・ハイ,つちか(う)・おか
1626,陪,3,阜,배,모시다,バイ,したが(う)
1627,媒,2.5,女,매,매개,バイ,なかだち
1628,買,9,貝,매,사다,バイ,か(う)
1629,賠,2.5,貝,배,배상하다,バイ,つぐな(う)
1630,白,10,白,백,하양,ハク・ビャク,しろ・しら・しろ(い)・あき(らか)・もう(す)・せりふ
1631,伯,2.5,人,백,맏,ハク・ハ,はたがしら・かしら・おさ
1632,拍,4,手,박,박자,ハク・ヒョウ,う(つ)
1633,泊,4,水,박,숙박하다,ハク,と(まる)・と(める)
1634,迫,4,辵,박,다가오다,ハク,せま(る)・せ(る)
1635,剥,2,刀,박,"벗기다, 까다",ハク・ホク,は(がす)・は(ぐ)・は(がれる)・は(げる)・む(く)・と(る)
1636,舶,2.5,舟,박,배,ハク,おおぶね
1637,博,7,十,박,넓음,ハク・バク,ひろ(い)
1638,薄,4,艸,박,"얇다, 연하다",ハク,うす(い)・うす(める)・うす(まる)・うす(らぐ)・うす(れる)・せま(る)・すすき
1639,麦,9,麦,맥,보리,バク,むぎ
1640,漠,2.5,水,막,넓다,バク・マク,すなはら・ひろ(い)
1641,縛,3,糸,박,묶다,バク・ハク,しば(る)・いまし(める)
1642,爆,4,火,폭,터지다,バク・ハク・ホウ,は(ぜる)・さ(ける)
1643,箱,8,竹,상,상자,ショウ・ソウ,はこ
1644,箸,2,竹,저,젓가락,チョ,はし
1645,畑,8,田,전,밭,無し,はた・はたけ
1646,肌,2.5,肉,기,피부,キ,はだ・はだえ
1647,八,10,八,팔,"8, 여덟",ハチ,や・や(つ)・やっ(つ)・よう
1648,鉢,2.5,金,발,화분,ハチ・ハツ,無し
1649,発,8,癶,발,피다,ハツ・ホツ,はな(つ)・た(つ)・ひら(く)・あば(く)
1650,髪,4,髟,발,머리카락,ハツ・ホツ,かみ
1651,伐,3,人,벌,토벌하다,バツ・ハツ,き(る)・う(つ)・ほこ(る)
1652,抜,4,手,발,"뽑다, 빠지다, 실수하다",バツ,ぬ(く)・ぬ(ける)・ぬ(かす)・ぬ(かる)
1653,罰,4,网,벌,벌,バツ・バチ・ハツ,無し
1654,閥,2.5,門,벌,파벌,バツ・ハツ,いえがら・いさお
1655,反,8,又,반,"반대, 뒤집히다",ハン・ホン・タン,そ(る)・そ(らす)・かえ(る)・かえ(す)・そむ(く)
1656,半,9,十,반,절반,ハン,なか(ば)
1657,氾,2,水,범,넘치다,ハン,ひろ(がる)・あふ(れる)
1658,犯,6,犬,범,어기다,ハン・ボン,おか(す)
1659,帆,3,巾,범,돛,ハン,ほ
1660,汎,2,水,범,넓다,ハン・フウ・ホウ,ひろ(い)・う(かぶ)・あふ(れる)
1661,伴,3,人,반,따라가다,ハン・バン,ともな(う)・とも
1662,判,6,刀,판,판단,ハン・バン・ホウ,わ(ける)・わか(る)
1663,坂,8,土,판,고개,ハン・バン,さか
1664,阪,7,阜,판,"언덕, 비탈",ハン,さか
1665,板,8,木,판,판자,ハン・バン,いた
1666,版,6,片,판,판목,ハン,ふだ・いた
1667,班,5,玉,반,반,ハン,わ(ける)・かえ(す)
1668,畔,3,田,반,물가,ハン,ほとり・あぜ・くろ・そむ(く)
1669,般,4,舟,반,일반,ハン,たぐい・めぐ(る)
1670,販,4,貝,판,팔다,ハン,あきな(う)・ひさ(ぐ)
1671,斑,2,文,반,얼룩,ハン,まだら・ふ・ぶち
1672,飯,7,食,반,밥,ハン,めし・いい・まま
1673,搬,4,手,반,옮기다,ハン,はこ(ぶ)
1674,煩,2.5,火,번,"괴로워하다, 괴롭히다, 귀찮다",ハン・ボン,わずら(う)・わずら(わす)・うるさ(い)
1675,頒,2.5,頁,반,나누다,ハン,わ(ける)・し(く)・まだら
1676,範,4,竹,범,"법, 본보기",ハン,のり・いがた
1677,繁,4,糸,번,"번성하다, 우거지다",ハン,しげ(る)・わずら(わしい)
1678,藩,3,艸,번,울타리,ハン,まがき
1679,晩,5,日,만,밤,バン,く(れ)・おそ(い)
1680,番,9,田,번,차례,バン・ハン・ハ,つが(い)・つが(う)・つが(える)
1681,蛮,3,虫,만,오랑캐,バン,えびす
1682,盤,4,皿,반,소반,バン・ハン,おおざら・ま(がる)・わだかま(る)・めぐ(る)
1683,比,6,比,비,비교하다,ヒ,くら(べる)・なら(ぶ)・たぐい・ころ
1684,皮,8,皮,피,가죽,ヒ,かわ
1685,妃,2.5,女,비,왕비,ヒ,きさき
1686,否,5,口,부,아니다,ヒ・フ,いな・いや・わる(い)
1687,批,5,手,비,비평하다,ヒ,う(つ)・ただ(す)
1688,彼,4,彳,피,"그, 그녀, 남자친구, 여자친구",ヒ,かれ・かの
1689,披,2.5,手,피,펼치다,ヒ,ひら(く)
1690,肥,6,肉,비,살찌다,ヒ,こ(える)・こえ・こ(やす)・こ(やし)・ふと(る)
1691,非,6,非,비,아니다,ヒ,わる(い)・そし(る)・あら(ず)
1692,卑,3,十,비,"미천하다, 경멸하다, 무시하다",ヒ,いや(しい)・いや(しむ)・いや(しめる)・ひく(い)
1693,飛,7,飛,비,날다,ヒ,と(ぶ)・と(ばす)
1694,疲,4,疒,피,지치다,ヒ,つか(れる)
1695,秘,5,禾,비,숨기다,ヒ,ひ(める)・かく(す)・ひそ(か)
1696,被,4,衣,피,"입다, 받다, 쓰다",ヒ,こうむ(る)・おお(う)・かぶ(る)・かぶ(せる)・かず(ける)
1697,悲,8,心,비,슬프다,ヒ,かな(しい)・かな(しむ)
1698,扉,2.5,戸,비,문,ヒ,とびら
1699,費,6,貝,비,"비용, 쓰다, 줄다",ヒ,つい(やす)・つい(える)
1700,碑,3,石,비,비석,ヒ,いしぶみ
1701,罷,2.5,网,파,마치다,ヒ,や(める)・つか(れる)・まか(る)
1702,避,4,辵,피,피하다,ヒ,さ(ける)・よ(ける)
1703,尾,4,尸,미,꼬리,ビ,お
1704,眉,2,目,미,눈썹,ビ・ミ,まゆ・ふち・としよ(り)
1705,美,8,羊,미,아름답다,ビ・ミ,うつく(しい)・よ(い)・ほ(める)
1706,備,6,人,비,"대비하다, 갖추다",ビ・ヒ,そな(える)・そな(わる)・つぶさ(に)
1707,微,4,彳,미,작다,ビ・ミ,かす(か)
1708,鼻,8,鼻,비,코,ビ,はな・はじ(め)
1709,膝,2,肉,슬,무릎,シツ,ひざ
1710,肘,2,肉,주,팔꿈치,チュウ,ひじ
1711,匹,4,匸,필,마리,ヒツ,ひき・たぐ(う)
1712,必,7,心,필,반드시,ヒツ,かなら(ず)
1713,泌,3,水,"필, 비",분비,ヒツ・ヒ,にじ(む)
1714,筆,8,竹,필,붓,ヒツ,ふで
1715,姫,3,女,희,공주,キ,ひめ
1716,百,10,白,백,100,ヒャク・ハク,もも
1717,氷,8,水,빙,얼음,ヒョウ,こおり・ひ・こお(る)
1718,表,8,衣,표,"겉, 나타나다",ヒョウ,おもて・あらわ(す)・あらわ(れる)・しるし
1719,俵,5,人,표,가마니,ヒョウ,たわら
1720,票,7,示,표,표,ヒョウ,ふだ
1721,評,6,言,평,평가하다,ヒョウ・ヘイ,はか(る)・あげつら(う)
1722,漂,3,水,표,떠다니다,ヒョウ,ただよ(う)・さら(す)
1723,標,7,木,표,표준,ヒョウ,しるし・しるべ・しめ・しる(す)・こずえ
1724,苗,3,艸,묘,모종,ビョウ・ミョウ,なえ・なわ・か(り)
1725,秒,8,禾,초,초,ビョウ,のぎ
1726,病,8,疒,병,병,ビョウ・ヘイ,や(む)・やまい
1727,描,4,手,묘,그리다,ビョウ,えが(く)・か(く)
1728,猫,2.5,犬,묘,고양이,ビョウ・ミョウ,ねこ
1729,品,8,口,품,물건,ヒン・ホン,しな
1730,浜,4,水,빈,물가,ヒン,はま
1731,貧,6,貝,빈,"가난하다, 적다",ヒン・ビン,まず(しい)
1732,賓,2.5,貝,빈,손님,ヒン,まろうど・したが(う)
1733,頻,2.5,頁,빈,자주,ヒン・ビン,しき(る)・しき(りに)
1734,敏,4,攵,민,민감하다,ビン,と(し)・さと(い)
1735,瓶,2.5,瓦,병,병,ビン・ヘイ,かめ
1736,不,7,一,"부, 불",아님,フ・ブ,…ず
1737,夫,7,大,부,남편,フ・フウ・ブ,おっと・おとこ・それ
1738,父,9,父,부,아빠,フ・ホ,ちち
1739,付,7,人,부,붙다,フ,つ(ける)・つ(く)・あた(える)
1740,布,6,巾,"포, 보",베,フ・ホ,ぬの・し(く)
1741,扶,2.5,手,부,돕다,フ,たす(ける)
1742,府,7,广,부,마을,フ,くら・みやこ
1743,怖,4,心,포,무섭다,フ,こわ(い)・おそ(れる)・お(じける)
1744,阜,7,阜,부,언덕,フ,おか・ゆた(か)
1745,附,2.5,阜,부,붙다,フ・ブ,つ(く)・つ(ける)
1746,訃,2,言,부,부고,フ,つ(げる)・し(らせ)
1747,負,8,貝,부,"지다, 짊어지다",フ・ブ・フウ,ま(ける)・ま(かす)・お(う)・たの(む)・そむ(く)
1748,赴,3,走,부,향하여 가다,フ,おもむ(く)・つ(げる)
1749,浮,4,水,부,뜨다,フ・フウ・ブ,う(く)・う(かれる)・う(かぶ)・う(かべる)
1750,婦,6,女,부,며느리,フ,おんな
1751,符,3,竹,부,부호,フ,わりふ
1752,富,7,宀,부,"재산, 풍부하다",フ・フウ,と(む)・とみ
1753,普,4,日,보,보통,フ,あまね(く)
1754,腐,4,肉,부,썩다,フ,くさ(る)・くさ(れる)・くさ(らす)・くさ(す)
1755,敷,4,攵,부,"깔다, 펴다",フ,し(く)
1756,膚,4,肉,부,"살갗, 피부",フ,はだ・はだえ
1757,賦,4,貝,부,부세,フ,みつぎ・わか(つ)
1758,譜,2.5,言,보,"족보, 악보",フ,しる(す)・つづ(く)
1759,侮,2.5,人,모,깔보다,ブ,あなど(る)
1760,武,6,止,무,무력,ブ・ム,たけ(し)・もののふ
1761,部,8,邑,부,부분,ブ・ホウ・ホ,わ(ける)・す(べる)・くみ・べ・つかさ
1762,舞,4,舛,무,춤추다,ブ・ム,ま(う)・まい・もてあそ(ぶ)
1763,封,3,寸,봉,봉하다,フウ・ホウ,と(じる)・さかい・ポンド
1764,風,9,風,풍,바람,フウ・フ,かぜ・かざ・ならわし・すがた・ふり
1765,伏,3,人,복,"숙이다, 숨기다",フク・ブク,ふ(せる)・ふ(す)・かく(れる)・したが(う)
1766,服,8,月,복,옷,フク,きもの・き(る)・したが(う)・の(む)
1767,副,7,刀,부,버금,フク・フウ,そ(う)
1768,幅,4,巾,폭,폭,フク,はば
1769,復,6,彳,"복, 부",회복하다,フク,かえ(る)・かえ(す)・また・ふたた(び)
1770,福,8,示,복,복,フク,さいわ(い)
1771,腹,5,肉,복,배,フク,はら・こころ
1772,複,6,衣,복,여러,フク,かさ(ねる)
1773,覆,3,襾,복,"덮다, 가리다, 뒤엎다, 뒤집히다",フク・フ・フウ,おお(う)・くつがえ(す)・くつがえ(る)
1774,払,4,手,불,"지불하다, 없애다",フツ,はら(う)
1775,沸,2.5,水,"불, 비",끓다,フツ・ヒ,わ(く)・わ(かす)・た(てる)・にえ
1776,仏,6,人,불,부처,ブツ・フツ,ほとけ
1777,物,8,牛,물,물건,ブツ・モツ,もの
1778,粉,6,米,분,"가루, 데시미터",フン,こ・こな・デシメートル
1779,紛,3,糸,분,혼동되다,フン,まぎ(れる)・まぎ(らす)・まぎ(らわす)・まぎ(らわしい)・みだ(れる)・まが(う)・まぐ(れ)
1780,雰,2.5,雨,분,날리다,フン,きり
1781,噴,4,口,분,"뿜다, 솟아나다",フン・ホン,ふ(く)・は(く)
1782,墳,3,土,분,무덤,フン,はか
1783,憤,2.5,心,분,분하다,フン,いきどお(る)・むずか(る)
1784,奮,5,大,분,떨치다,フン,ふる(う)
1785,分,9,刀,분,"나누다, 알다",ブン・フン・ブ,わ(ける)・わ(かれる)・わ(かる)・わ(かつ)
1786,文,10,文,문,문서,ブン・モン,ふみ・あや・かざ(る)
1787,聞,9,耳,문,"듣다, 들리다",ブン・モン,き(く)・き(こえる)
1788,丙,2.5,一,병,세 번째,ヘイ,ひのえ
1789,平,8,干,평,평평함,ヘイ・ビョウ・ヒョウ,たい(ら)・ひら
1790,兵,7,八,병,병사,ヘイ・ヒョウ,つわもの・いくさ
